,Article_ID,Date,wordCount,Source
8725,69P8-0YP1-JBG3-6073-00000-00,21 November 2023,878,The New York Times
8726,6D4H-FPH1-DXY4-X422-00000-00,07 October 2024,1261,The New York Times
8727,6BFV-PFH1-JBG3-62C1-00000-00,02 March 2024,840,The New York Times
8728,6B12-45T1-DXY4-X1PF-00000-00,02 January 2024,849,The New York Times
8729,69V5-FKF1-JBG3-60MP-00000-00,10 December 2023,201,The New York Times
8730,6CP5-VKV1-JBG3-619K-00000-00,10 August 2024,982,The New York Times
8731,Batch 01 - BBC  - 776,11 October 2023,120,BBC
8732,69X2-BFB1-JCMN-Y0JD-00000-00,19 December 2023,1351,Al Jazeera English
8733,69GT-G641-F03R-N4WP-00000-00,27 October 2023,794,Al Jazeera English
8734,6BF0-GHS1-JBG3-62NC-00000-00,27 February 2024,1758,The New York Times
8735,6C6C-J7J1-JBG3-6020-00000-00,06 June 2024,871,The New York Times
8736,69K8-X611-DXY4-X0J4-00000-00,08 November 2023,741,The New York Times
8737,69C0-D411-DXY4-X05W-00000-00,09 October 2023,1088,The New York Times
8738,69N9-3RY1-DXY4-X1B7-00000-00,17 November 2023,561,The New York Times
8739,6BD3-38F1-DXY4-X0DR-00000-00,22 February 2024,1225,The New York Times
8740,6C39-GM91-JBG3-6033-00000-00,23 May 2024,767,The New York Times
8741,69PW-T4J1-DXY4-X000-00000-00,24 November 2023,393,The New York Times
8742,69CD-PSP1-JBG3-602B-00000-00,11 October 2023,979,The New York Times
8743,6BX8-KWF1-JBG3-64VF-00000-00,29 April 2024,561,The New York Times
8744,6CFD-91W1-JBG3-6008-00000-00,09 July 2024,882,The New York Times
8745,69RK-SVN1-F03R-N3X7-00000-00,28 November 2023,606,Al Jazeera English
8746,6D07-2VX1-JCMN-Y4YC-00000-00,16 September 2024,1159,Al Jazeera English
8747,69P2-6FM1-DY7V-G1VF-00000-00,12 October 2023,507,CNN Wire
8748,6C1B-XDX1-F03R-N08B-00000-00,14 May 2024,1375,Al Jazeera English
8749,6C7J-GSY1-JBSS-S073-00000-00,12 June 2024,1120,CNN Wire
8750,Batch 01 - BBC  - 161,23 January 2024,418,BBC
8751,69P2-HJW1-DY7V-G399-00000-00,10 November 2023,674,CNN Wire
8752,69PP-XXX1-DXY4-X1BF-00000-00,24 November 2023,1357,The New York Times
8753,6C4G-13H1-JBG3-64F6-00000-00,28 May 2024,862,The New York Times
8754,6CPW-R201-JBG3-6166-00000-00,13 August 2024,1190,The New York Times
8755,6D2V-K351-DXY4-X3JJ-00000-00,29 September 2024,1085,The New York Times
8756,6D22-3KH1-JBG3-60CD-00000-00,25 September 2024,1130,The New York Times
8757,6CNR-D371-JCMN-Y2D1-00000-00,08 August 2024,454,Al Jazeera English
8758,6BF1-4M81-F03R-N37V-00000-00,27 February 2024,1219,Al Jazeera English
8759,6C1T-VDV1-F03R-N000-00000-00,16 May 2024,693,Al Jazeera English
8760,6BPV-WC71-JBG3-6006-00000-00,04 April 2024,1489,The New York Times
8761,69CK-PK31-JBSS-S00V-00000-00,12 October 2023,782,CNN Wire
8762,69P2-9TH1-JBSS-S0N4-00000-00,23 October 2023,1480,CNN Wire
8763,Batch 01 - BBC  - 183,27 August 2024,526,BBC
8764,6B3M-7MW1-JCMN-Y19V-00000-00,14 January 2024,597,Al Jazeera English
8765,Batch 01 - BBC  - 940,14 January 2024,469,BBC
8766,6BK8-7471-F03R-N059-00000-00,20 February 2024,1382,Al Jazeera English
8767,6CSG-SRD1-JBG3-600F-00000-00,21 August 2024,734,The New York Times
8768,6BM3-M951-DXY4-X1PB-00000-00,22 March 2024,318,The New York Times
8769,6D2N-R4J1-DXY4-X39Y-00000-00,28 September 2024,1040,The New York Times
8770,Batch 01 - BBC  - 1448,12 March 2024,84,BBC
8771,Batch 01 - BBC  - 1853,16 February 2024,826,BBC
8772,Batch 01 - BBC  - 850,31 October 2023,380,BBC
8773,Batch 01 - BBC  - 589,08 October 2023,852,BBC
8774,6CGC-1MT1-JBG3-6016-00000-00,13 July 2024,762,The New York Times
8775,69GR-FNT1-JBSS-S3F7-00000-00,27 October 2023,1419,CNN Wire
8776,6D28-8641-F03R-N530-00000-00,26 September 2024,912,Al Jazeera English
8777,69CC-6F31-JBG3-60T4-00000-00,11 October 2023,593,The New York Times
8778,6B8Y-2361-JBG3-6016-00000-00,08 February 2024,1589,The New York Times
8779,6BHR-4CV1-DXY4-X00B-00000-00,11 March 2024,1618,The New York Times
8780,6CJ3-B2G1-DY7V-G2R2-00000-00,22 July 2024,579,CNN Wire
8781,69SF-11J1-F03R-N2D1-00000-00,02 December 2023,966,Al Jazeera English
8782,Batch 01 - BBC  - 1501,01 December 2023,921,BBC
8783,6BVH-J441-JCMN-Y3NS-00000-00,21 April 2024,624,Al Jazeera English
8784,69V6-RD51-JCMN-Y02J-00000-00,10 December 2023,1253,Al Jazeera English
8785,69X9-4NM1-F03R-N37M-00000-00,20 December 2023,456,Al Jazeera English
8786,6BBG-08T1-F03R-N054-00000-00,15 February 2024,708,Al Jazeera English
8787,69D1-8FN1-DXY4-X028-00000-00,14 October 2023,1228,The New York Times
8788,69KC-GXH1-JCMN-Y0CH-00000-00,08 November 2023,733,Al Jazeera English
8789,69P2-N1G1-JBSS-S299-00000-00,19 November 2023,706,CNN Wire
8790,6B6F-JMC1-JBG3-60R2-00000-00,27 January 2024,1176,The New York Times
8791,6CKD-V7J1-JBG3-63MS-00000-00,28 July 2024,1157,The New York Times
8792,69NR-DCJ1-JBSS-S02N-00000-00,19 November 2023,558,CNN Wire
8793,6BCS-4T21-JBSS-S307-00000-00,21 February 2024,1283,CNN Wire
8794,6C0T-F471-JBG3-6004-00000-00,11 May 2024,341,The New York Times
8795,6CH7-V0P1-DXY4-X3WX-00000-00,18 July 2024,482,The New York Times
8796,6BGX-74N1-JBG3-61KG-00000-00,07 March 2024,1367,The New York Times
8797,69F2-KGJ1-DY7V-G01D-00000-00,19 October 2023,420,CNN Wire
8798,6BJF-FNV1-DXY4-X032-00000-00,14 March 2024,623,The New York Times
8799,6B13-XTY1-JBG3-63VS-00000-00,02 January 2024,1167,The New York Times
8800,69H6-MGV1-DXY4-X0PW-00000-00,29 October 2023,721,The New York Times
8801,6BKR-RBD1-DXY4-X093-00000-00,20 March 2024,1076,The New York Times
8802,6BYP-5411-DXY4-X182-00000-00,06 May 2024,454,The New York Times
8803,6D31-N7P1-DXY4-X50P-00000-00,30 September 2024,1665,The New York Times
8804,6BPH-BP81-DXY4-X01V-00000-00,02 April 2024,1278,The New York Times
8805,6BW6-XH11-DXY4-X0BN-00000-00,24 April 2024,861,The New York Times
8806,6BMS-R4M1-DXY4-X04T-00000-00,25 March 2024,943,The New York Times
8807,6CPN-RXD1-JBG3-60VF-00000-00,12 August 2024,1490,The New York Times
8808,69SX-0KR1-DXY4-X04J-00000-00,04 December 2023,312,The New York Times
8809,6CJM-3MX1-DXY4-X0FT-00000-00,24 July 2024,1304,The New York Times
8810,6D28-2WW1-DXY4-X0FG-00000-00,26 September 2024,1222,The New York Times
8811,6CJK-TMX1-JBG3-64FK-00000-00,24 July 2024,1705,The New York Times
8812,6C8N-9681-DXY4-X4F0-00000-00,17 June 2024,613,The New York Times
8813,6BR2-3X11-JBG3-6081-00000-00,04 April 2024,1507,The New York Times
8814,69H7-N671-DXY4-X001-00000-00,29 October 2023,1233,The New York Times
8815,6C33-G6N1-JBG3-63KN-00000-00,22 May 2024,1630,The New York Times
8816,6BJ2-7141-JBG3-62H4-00000-00,12 March 2024,1487,The New York Times
8817,6D08-M121-JBG3-60T6-00000-00,17 September 2024,1109,The New York Times
8818,6C6G-GBG1-JBG3-601S-00000-00,06 June 2024,430,The New York Times
8819,6C4F-VSS1-JBG3-64DR-00000-00,28 May 2024,368,The New York Times
8820,6CWP-S4R1-DXY4-X550-00000-00,05 September 2024,230,The New York Times
8821,6B4P-TMJ1-JBG3-600R-00000-00,19 January 2024,2588,The New York Times
8822,6BD8-Y2P1-JBG3-63SD-00000-00,23 February 2024,1445,The New York Times
8823,69DT-J051-DXY4-X029-00000-00,18 October 2023,1376,The New York Times
8824,6CJD-BD81-DXY4-X4HM-00000-00,23 July 2024,1519,The New York Times
8825,6C5G-V8N1-JBG3-60NY-00000-00,02 June 2024,1537,The New York Times
8826,6D0G-2CT1-JBG3-61W9-00000-00,18 September 2024,1111,The New York Times
8827,69X4-4FD1-JBG3-650Y-00000-00,19 December 2023,395,The New York Times
8828,6BS1-3YX1-JBG3-6044-00000-00,09 April 2024,947,The New York Times
8829,69GB-00G1-JBG3-6182-00000-00,25 October 2023,195,The New York Times
8830,6D2W-X1M1-DXY4-X478-00000-00,29 September 2024,303,The New York Times
8831,69DK-CHM1-DXY4-X02D-00000-00,17 October 2023,1505,The New York Times
8832,6B99-BFW1-JBG3-600H-00000-00,09 February 2024,1326,The New York Times
8833,6B4H-6SR1-JBG3-603R-00000-00,18 January 2024,592,The New York Times
8834,6BHJ-2BY1-JBG3-64R0-00000-00,10 March 2024,861,The New York Times
8835,69HF-V3Y1-JBG3-60P6-00000-00,30 October 2023,373,The New York Times
8836,6B53-Y121-JBG3-6002-00000-00,21 January 2024,708,The New York Times
8837,6BC1-7F71-JBG3-6283-00000-00,17 February 2024,1265,The New York Times
8838,6BDM-H6M1-DXY4-X0S7-00000-00,25 February 2024,515,The New York Times
8839,6CMX-BP41-DXY4-X00B-00000-00,04 August 2024,755,The New York Times
8840,6BP9-71P1-DXY4-X03M-00000-00,01 April 2024,463,The New York Times
8841,6BTN-68D1-DXY4-X00G-00000-00,17 April 2024,587,The New York Times
8842,6CJB-0VX1-JBG3-633J-00000-00,23 July 2024,1467,The New York Times
8843,69M7-HSK1-DXY4-X0P0-00000-00,12 November 2023,1167,The New York Times
8844,6B8W-F6X1-DXY4-X04T-00000-00,07 February 2024,1335,The New York Times
8845,6CW4-X791-DXY4-X295-00000-00,02 September 2024,1322,The New York Times
8846,69JP-BGW1-JBG3-635F-00000-00,05 November 2023,599,The New York Times
8847,6CFB-31X1-JBG3-60PT-00000-00,09 July 2024,1034,The New York Times
8848,6C6H-V481-JBG3-6001-00000-00,07 June 2024,752,The New York Times
8849,6BP2-4TB1-DXY4-X01K-00000-00,31 March 2024,503,The New York Times
8850,69YB-XT01-DXY4-X01V-00000-00,25 December 2023,1295,The New York Times
8851,6CKP-6GB1-JBG3-600W-00000-00,29 July 2024,1396,The New York Times
8852,6BXG-SVM1-JBG3-61G6-00000-00,30 April 2024,1102,The New York Times
8853,6CPT-WH01-JBSS-S077-00000-00,13 August 2024,1007,CNN Wire
8854,6BPG-S0W1-JCMN-Y079-00000-00,02 April 2024,719,Al Jazeera English
8855,6B54-MSV1-DY7V-G00J-00000-00,21 January 2024,870,CNN Wire
8856,69V5-WYB1-JBG3-60NJ-00000-00,10 December 2023,479,The New York Times
8857,6CWX-CG01-JCMN-Y505-00000-00,05 September 2024,883,Al Jazeera English
8858,69H6-MX61-JCMN-Y45M-00000-00,29 October 2023,717,Al Jazeera English
8859,Batch 01 - BBC  - 1724,03 September 2024,854,BBC
8860,6CD9-XBD1-JBSS-S007-00000-00,04 July 2024,596,CNN Wire
8861,6BJN-0751-JBG3-6127-00000-00,15 March 2024,649,The New York Times
8862,6CVN-9PR1-DY7V-G087-00000-00,31 August 2024,1051,CNN Wire
8863,6D1C-HP01-DY7V-G17S-00000-00,22 September 2024,861,CNN Wire
8864,69SX-D1K1-JBSS-S19C-00000-00,04 December 2023,431,CNN Wire
8865,Batch 01 - BBC  - 77,25 July 2024,1013,BBC
8866,6CB5-VNJ1-JBSS-S00T-00000-00,23 June 2024,592,CNN Wire
8867,6CW2-DYF1-JBSS-S002-00000-00,02 September 2024,1294,CNN Wire
8868,Batch 01 - BBC  - 310,21 May 2024,799,BBC
8869,6CWH-JPX1-DY7V-G12C-00000-00,04 September 2024,1457,CNN Wire
8870,6B95-WCK1-DY7V-G005-00000-00,09 February 2024,844,CNN Wire
8871,Batch 01 - BBC  - 1226,05 September 2024,550,BBC
8872,6CWN-XDW1-JCMN-Y1MP-00000-00,05 September 2024,615,Al Jazeera English
8873,Batch 01 - BBC  - 1393,23 July 2024,1442,BBC
8874,6B77-R4W1-JBSS-S01M-00000-00,31 January 2024,447,CNN Wire
8875,Batch 01 - BBC  - 222,23 July 2024,745,BBC
8876,6BYG-VMB1-F03R-N1CD-00000-00,05 May 2024,89,Al Jazeera English
8877,6BP2-CNG1-JBSS-S005-00000-00,31 March 2024,350,CNN Wire
8878,Batch 02 - BBC  - 2067,01 October 2024,944,BBC
8879,6BYM-T6M1-DY7V-G004-00000-00,05 May 2024,676,CNN Wire
8880,Batch 01 - BBC  - 1742,11 February 2024,803,BBC
8881,Batch 01 - BBC  - 1586,09 March 2024,1002,BBC
8882,6CWR-K1D1-JBSS-S07S-00000-00,05 September 2024,1378,CNN Wire
8883,6CJH-VJJ1-DY7V-G378-00000-00,24 July 2024,1497,CNN Wire
8884,6C5P-F4B1-DY7V-G00T-00000-00,03 June 2024,1214,CNN Wire
8885,6C2G-S7T1-JBG3-61TF-00000-00,19 May 2024,831,The New York Times
8886,Batch 01 - BBC  - 1913,29 October 2023,628,BBC
8887,6CK1-D7C1-F03R-N3S0-00000-00,26 July 2024,782,Al Jazeera English
8888,6B65-DM51-JBSS-S00B-00000-00,26 January 2024,1078,CNN Wire
8889,Batch 01 - BBC  - 210,03 September 2024,785,BBC
8890,6C8G-RCW1-F03R-N0KR-00000-00,16 June 2024,788,Al Jazeera English
8891,Batch 01 - BBC  - 586,10 February 2024,699,BBC
8892,Batch 01 - BBC  - 477,19 January 2024,717,BBC
8893,6CW8-9921-JCMN-Y000-00000-00,03 September 2024,473,Al Jazeera English
8894,Batch 01 - BBC  - 908,21 August 2024,958,BBC
8895,69P2-KWY1-JBSS-S203-00000-00,12 November 2023,797,CNN Wire
8896,6B58-HJ91-F03R-N0KX-00000-00,22 January 2024,456,Al Jazeera English
8897,6CCX-GTG1-DY7V-G076-00000-00,02 July 2024,492,CNN Wire
8898,6B0T-SWD1-JBG3-625X-00000-00,31 December 2023,853,The New York Times
8899,6BK3-70T1-F03R-N1WP-00000-00,17 March 2024,731,Al Jazeera English
8900,6CG2-D9G1-DY7V-G0Y2-00000-00,12 July 2024,378,CNN Wire
8901,6D32-G6N1-DY7V-G0N0-00000-00,30 September 2024,1230,CNN Wire
8902,6BG8-FT31-F03R-N0KJ-00000-00,04 March 2024,822,Al Jazeera English
8903,6B0J-NSB1-JCMN-Y3F6-00000-00,31 December 2023,319,Al Jazeera English
8904,6B8R-9PH1-DY7V-G00X-00000-00,07 February 2024,1056,CNN Wire
8905,Batch 01 - BBC  - 961,17 November 2023,517,BBC
8906,Batch 01 - BBC  - 734,17 November 2023,92,BBC
8907,6C64-RBH1-F03R-N04S-00000-00,05 June 2024,836,Al Jazeera English
8908,6CCP-F9K1-JBSS-S000-00000-00,01 July 2024,319,CNN Wire
8909,69P2-7HJ1-DY7V-G1XN-00000-00,07 October 2023,1674,CNN Wire
8910,Batch 01 - BBC  - 1755,26 July 2024,590,BBC
8911,6B3F-WSP1-JBSS-S005-00000-00,13 January 2024,736,CNN Wire
8912,Batch 01 - BBC  - 536,07 November 2023,466,BBC
8913,6BXF-FGF1-F03R-N528-00000-00,30 April 2024,812,Al Jazeera English
8914,6BVH-P9H1-JBG3-6009-00000-00,21 April 2024,888,The New York Times
8915,6C8M-PW71-DXY4-X3S9-00000-00,16 June 2024,1071,The New York Times
8916,69M6-DV31-JBG3-633Y-00000-00,12 November 2023,992,The New York Times
8917,6BK9-2F51-DY7V-G002-00000-00,18 March 2024,1450,CNN Wire
8918,6C58-X841-DY7V-G3WR-00000-00,01 June 2024,871,CNN Wire
8919,69K2-K021-F03R-N3D9-00000-00,07 November 2023,391,Al Jazeera English
8920,69KR-5361-JCMN-Y2RH-00000-00,10 November 2023,387,Al Jazeera English
8921,6CB4-H3X1-DXY4-X013-00000-00,23 June 2024,758,The New York Times
8922,69H5-9P21-F03R-N000-00000-00,29 October 2023,570,Al Jazeera English
8923,6CB1-18P1-F03R-N2HK-00000-00,23 June 2024,574,Al Jazeera English
8924,6CB6-41W1-DY7V-G00Y-00000-00,24 June 2024,1067,CNN Wire
8925,Batch 01 - BBC  - 718,24 July 2024,653,BBC
8926,6C6G-HG61-DY7V-G00G-00000-00,07 June 2024,383,CNN Wire
8927,6BK2-RXR1-DY7V-G00C-00000-00,17 March 2024,590,CNN Wire
8928,6D2F-K2H1-JCMN-Y40M-00000-00,27 September 2024,843,Al Jazeera English
8929,6CJH-64R1-DXY4-X4NM-00000-00,24 July 2024,1597,The New York Times
8930,6BK9-RT11-JBG3-63R6-00000-00,18 March 2024,712,The New York Times
8931,Batch 01 - BBC  - 2017,07 June 2024,592,BBC
8932,6B4R-S5V1-DY7V-G01V-00000-00,19 January 2024,1496,CNN Wire
8933,6B59-YGT1-DY7V-G013-00000-00,22 January 2024,980,CNN Wire
8934,69H7-N6J1-DY7V-G000-00000-00,29 October 2023,849,CNN Wire
8935,6BD4-VMF1-DY7V-G04W-00000-00,23 February 2024,977,CNN Wire
8936,Batch 01 - BBC  - 1613,28 May 2024,808,BBC
8937,Batch 01 - BBC  - 1102,10 June 2024,1158,BBC
8938,69TP-NCJ1-JCMN-Y0M7-00000-00,08 December 2023,305,Al Jazeera English
8939,6CYV-2951-DY7V-G006-00000-00,15 September 2024,981,CNN Wire
8940,6CJD-24B1-DY7V-G357-00000-00,23 July 2024,1810,CNN Wire
8941,6B7F-M2R1-DXY4-X00F-00000-00,01 February 2024,1625,The New York Times
8942,6BHV-8R91-DXY4-X08R-00000-00,11 March 2024,918,The New York Times
8943,6B6C-R0V1-JBG3-6008-00000-00,27 January 2024,1171,The New York Times
8944,6C5R-MDJ1-JBG3-600P-00000-00,03 June 2024,1277,The New York Times
8945,6BD6-C4F1-JBG3-63P0-00000-00,23 February 2024,367,The New York Times
8946,6C99-CCW1-JBG3-60MX-00000-00,20 June 2024,1468,The New York Times
8947,6B4H-K4F1-JBSS-S06P-00000-00,18 January 2024,842,CNN Wire
8948,6B1F-JKY1-JCMN-Y03V-00000-00,04 January 2024,1170,Al Jazeera English
8949,6CJS-YMX1-JCMN-Y0M7-00000-00,25 July 2024,1538,Al Jazeera English
8950,6CBK-GFC1-JBG3-600X-00000-00,26 June 2024,662,The New York Times
8951,69T3-80H1-JCMN-Y2V7-00000-00,05 December 2023,633,Al Jazeera English
8952,6BMT-5TD1-DY7V-G02G-00000-00,25 March 2024,1495,CNN Wire
8953,6CJD-3CB1-JBSS-S0MR-00000-00,23 July 2024,758,CNN Wire
8954,69X7-R271-DY7V-G3HF-00000-00,20 December 2023,910,CNN Wire
8955,6BK7-2251-JBSS-S43Y-00000-00,18 March 2024,1725,CNN Wire
8956,6CJ4-TFR1-JBSS-S09W-00000-00,22 July 2024,1198,CNN Wire
8957,6C8X-VGT1-F03R-N20T-00000-00,18 June 2024,572,Al Jazeera English
8958,6CMG-WXC1-JBG3-6002-00000-00,02 August 2024,1630,The New York Times
8959,6D33-M301-JC85-N00X-00000-00,01 October 2024,1692,The New York Times
8960,6D2V-83G1-DXY4-X3FG-00000-00,29 September 2024,1685,The New York Times
8961,6CJ4-5771-JBG3-61VY-00000-00,22 July 2024,1275,The New York Times
8962,Batch 01 - BBC  - 931,24 June 2024,1250,BBC
8963,69SV-M6C1-F03R-N0KX-00000-00,04 December 2023,364,Al Jazeera English
8964,6C4K-FVP1-JCMN-Y3MP-00000-00,29 May 2024,770,Al Jazeera English
8965,69HJ-D1D1-JBSS-S4D3-00000-00,31 October 2023,349,CNN Wire
8966,69S1-W0B1-DY7V-G037-00000-00,30 November 2023,619,CNN Wire
8967,6B3N-C731-JBSS-S050-00000-00,14 January 2024,423,CNN Wire
8968,6C4N-TMG1-DXY4-X0V8-00000-00,29 May 2024,800,The New York Times
8969,6D3H-GFW1-DY7V-G15Y-00000-00,02 October 2024,677,CNN Wire
8970,6D3J-19H1-JBG3-60TP-00000-00,02 October 2024,1246,The New York Times
8971,6D0P-2WG1-DXY4-X1W0-00000-00,19 September 2024,1205,The New York Times
8972,69XP-2V51-DXY4-X1FT-00000-00,22 December 2023,706,The New York Times
8973,6BCW-TKN1-JBG3-61N9-00000-00,22 February 2024,1161,The New York Times
8974,6C7D-W421-DXY4-X3J2-00000-00,11 June 2024,881,The New York Times
8975,Batch 01 - BBC  - 629,21 March 2024,925,BBC
8976,69DV-B8M1-DXY4-X0SX-00000-00,18 October 2023,1632,The New York Times
8977,6BJM-G3N1-JCMN-Y2T0-00000-00,15 March 2024,855,Al Jazeera English
8978,6B5T-JSR1-DXY4-X00G-00000-00,24 January 2024,1301,The New York Times
8979,6B5S-V3K1-DXY4-X00R-00000-00,24 January 2024,1381,The New York Times
8980,69VC-CGP1-JBSS-S37N-00000-00,11 December 2023,737,CNN Wire
8981,6CK6-DGH1-DXY4-X3DB-00000-00,27 July 2024,1108,The New York Times
8982,6CR8-KJG1-JBG3-63WP-00000-00,15 August 2024,733,The New York Times
8983,69VK-6W91-F03R-N2T4-00000-00,12 December 2023,682,Al Jazeera English
8984,6CDJ-PFM1-F03R-N3NP-00000-00,05 July 2024,593,Al Jazeera English
8985,6BJK-1391-JBG3-606C-00000-00,15 March 2024,1067,The New York Times
8986,6D1R-V5M1-JBG3-635P-00000-00,24 September 2024,1258,The New York Times
8987,6B60-G891-DXY4-X00P-00000-00,25 January 2024,4944,The New York Times
8988,6BX8-GH91-JBG3-64V6-00000-00,29 April 2024,814,The New York Times
8989,6CT5-3S21-DXY4-X224-00000-00,24 August 2024,1643,The New York Times
8990,6BJD-61P1-DXY4-X00F-00000-00,14 March 2024,1311,The New York Times
8991,69S1-B921-JCMN-Y065-00000-00,29 November 2023,403,Al Jazeera English
8992,6C35-C211-JBG3-64FM-00000-00,22 May 2024,725,The New York Times
8993,69MJ-41X1-JBG3-63JT-00000-00,13 November 2023,769,The New York Times
8994,69J8-Y1Y1-JBG3-60TP-00000-00,03 November 2023,802,The New York Times
8995,6B0C-VBK1-DXY4-X4HS-00000-00,30 December 2023,705,The New York Times
8996,6C87-7DB1-JBG3-6011-00000-00,15 June 2024,945,The New York Times
8997,6B5C-J3S1-JBG3-600T-00000-00,22 January 2024,929,The New York Times
8998,6BXK-FVY1-JCMN-Y3FV-00000-00,01 May 2024,547,Al Jazeera English
8999,69X8-5N81-DXY4-X3XT-00000-00,20 December 2023,1839,The New York Times
9000,6C10-FV91-JBSS-S003-00000-00,12 May 2024,2354,CNN Wire
9001,6BC1-9MH1-JBSS-S10Y-00000-00,18 February 2024,436,CNN Wire
9002,6BVG-FTW1-JBG3-600H-00000-00,21 April 2024,1327,The New York Times
9003,6D4J-P171-JBG3-650B-00000-00,07 October 2024,676,The New York Times
9004,69JB-0W71-JBG3-610K-00000-00,03 November 2023,412,The New York Times
9005,6CFK-N041-JBSS-S001-00000-00,10 July 2024,427,CNN Wire
9006,6BXN-S121-F03R-N0N5-00000-00,01 May 2024,839,Al Jazeera English
9007,6C2G-FY81-F03R-N22F-00000-00,19 May 2024,494,Al Jazeera English
9008,6B65-27Y1-JBG3-6060-00000-00,26 January 2024,1218,The New York Times
9009,6B42-GM31-JBG3-601P-00000-00,16 January 2024,437,The New York Times
9010,6CSB-21D1-JBSS-S01S-00000-00,20 August 2024,1131,CNN Wire
9011,6CR8-15S1-JCMN-Y3Y5-00000-00,15 August 2024,842,Al Jazeera English
9012,6CR2-PFS1-JCMN-Y2B0-00000-00,14 August 2024,446,Al Jazeera English
9013,6BGP-YFT1-DY7V-G252-00000-00,06 March 2024,1582,CNN Wire
9014,6CHX-M5K1-DXY4-X2H4-00000-00,21 July 2024,429,The New York Times
9015,69SN-HD21-DXY4-X058-00000-00,03 December 2023,401,The New York Times
9016,6B3M-9661-DXY4-X05R-00000-00,14 January 2024,367,The New York Times
9017,6C9H-XG31-JBSS-S0DH-00000-00,21 June 2024,397,CNN Wire
9018,6CSC-BT11-DXY4-X02X-00000-00,20 August 2024,640,The New York Times
9019,6BFS-TKX1-DXY4-X35J-00000-00,01 March 2024,498,The New York Times
9020,69MT-HDS1-DXY4-X2WD-00000-00,15 November 2023,221,The New York Times
9021,69KK-G531-F03R-N12H-00000-00,09 November 2023,830,Al Jazeera English
9022,Batch 01 - BBC  - 1669,10 November 2023,711,BBC
9023,69KK-W5X1-JBSS-S1TK-00000-00,09 November 2023,842,CNN Wire
9024,69DV-NHJ1-DY7V-G01Y-00000-00,18 October 2023,531,CNN Wire
9025,69J2-MPF1-JBSS-S01H-00000-00,02 November 2023,487,CNN Wire
9026,Batch 01 - BBC  - 562,19 October 2023,463,BBC
9027,Batch 01 - BBC  - 915,10 February 2024,578,BBC
9028,Batch 01 - BBC  - 1979,07 April 2024,582,BBC
9029,Batch 01 - BBC  - 733,17 October 2023,510,BBC
9030,Batch 01 - BBC  - 1450,08 October 2023,556,BBC
9031,Batch 01 - BBC  - 534,10 October 2023,583,BBC
9032,Batch 01 - BBC  - 440,07 May 2024,484,BBC
9033,Batch 01 - BBC  - 209,12 October 2023,589,BBC
9034,Batch 01 - BBC  - 110,29 October 2023,340,BBC
9035,Batch 01 - BBC  - 433,20 October 2023,530,BBC
9036,Batch 01 - BBC  - 1801,01 March 2024,610,BBC
9037,Batch 01 - BBC  - 435,28 October 2023,473,BBC
9038,Batch 01 - BBC  - 507,28 November 2023,575,BBC
9039,Batch 01 - BBC  - 2004,15 October 2023,614,BBC
9040,Batch 01 - BBC  - 614,15 April 2024,578,BBC
9041,Batch 01 - BBC  - 1110,06 November 2023,600,BBC
9042,Batch 01 - BBC  - 1567,04 April 2024,489,BBC
9043,Batch 01 - BBC  - 2038,25 October 2023,579,BBC
9044,6BRR-01J1-JBG3-60MC-00000-00,08 April 2024,844,The New York Times
9045,6BFV-HBX1-JCMN-Y4N0-00000-00,02 March 2024,618,Al Jazeera English
9046,69PT-1RW1-JCMN-Y1RG-00000-00,24 November 2023,528,Al Jazeera English
9047,69DW-JS41-F03R-N01S-00000-00,18 October 2023,1025,Al Jazeera English
9048,6CX4-PD51-DXY4-X1DX-00000-00,07 September 2024,2355,The New York Times
